杜绝加密®️,#genre#
蛇变（加拿大/美国恐怖片）,https://vip.lz-cdn16.com/20230225/10488_98828b41/index.m3u8
毛骨悚然1975（加拿大恐怖片）,https://vip1.lz-cdn7.com/20230227/14584_063af601/index.m3u8
毛骨悚然2006（美国恐怖片）,https://vip1.lz-cdn7.com/20230227/14583_d3cbdeb3/index.m3u8
老师的恩惠（韩国恐怖片）,https://vip1.lz-cdn7.com/20230227/14582_c20e5285/index.m3u8
恐怖系统（法国恐怖片）,https://vip1.lz-cdn7.com/20230227/14579_bcad01f1/index.m3u8
回魂2006（美国恐怖片）,https://vip1.lz-cdn7.com/20230226/14562_ddae92d8/index.m3u8
回魂2008（法国恐怖片）,https://vip1.lz-cdn7.com/20230226/14560_7842ba8b/index.m3u8
异灵骇客2之恶灵归来（美国恐怖片）,https://vip1.lz-cdn7.com/20230226/14544_4b056788/index.m3u8
邪恶幼灵（美国恐怖片）,https://vip1.lz-cdn7.com/20230226/14542_d3c9d77d/index.m3u8
噩夜军团（阿根廷恐怖片）,https://vip1.lz-cdn1.com/20230225/20659_83a7838f/index.m3u8
恐怖母亲节1980（美国恐怖片）,https://vip1.lz-cdn7.com/20230224/14534_9e09ee54/index.m3u8
僵尸大屠杀1980（意大利恐怖片）,https://vip1.lz-cdn7.com/20230224/14532_eaa1f908/index.m3u8
恐怖母亲节2010（美国恐怖片）,https://vip1.lz-cdn7.com/20230224/14523_0db4c6b2/index.m3u8
德州电锯杀人狂前传（美国恐怖片）,https://vip1.lz-cdn7.com/20230224/14523_0db4c6b2/index.m3u8
丛林噩梦（美国恐怖片）,https://vip1.lz-cdn7.com/20230224/14522_f70fd304/index.m3u8
拜访小屋（美国恐怖片）,https://vip.lz-cdn3.com/20230225/17880_0227dc04/index.m3u8
异水（美国恐怖片）,https://vip.lz-cdn3.com/20230225/17877_468c4b6f/index.m3u8
阿娘（韩国恐怖片）,https://vip.lz-cdn16.com/20230224/10471_9044752f/index.m3u8
舞会惊魂4：血咒（加拿大恐怖片）,https://vip1.lz-cdn7.com/20230224/14515_cf913822/index.m3u8
三街剧场（韩国恐怖片）,https://vip1.lz-cdn7.com/20230224/14507_facbb4b8/index.m3u8
皮毛大衣（加拿大恐怖片）,https://vip.lz-cdn3.com/20230223/17867_826ae3b2/index.m3u8
我一直知道你去年夏天干了什么2006（美国恐怖片）,https://vip.lz-cdn3.com/20230223/17863_15db4ea4/index.m3u8
鬼妓回忆录（加拿大恐怖片）,https://vip1.lz-cdn7.com/20230223/14477_dcc27af1/index.m3u8
爱你至死不渝（美国恐怖片）,https://vip1.lz-cdn7.com/20230223/14466_a50f082f/index.m3u8
愤怒的伦理学（韩国恐怖片）,https://vip1.lz-cdn1.com/20230222/20653_e9f5a775/index.m3u8
安妮的脸（泰国恐怖片）,https://vip1.lz-cdn1.com/20230222/20655_f0dffef8/index.m3u8
绝望之桥（美国恐怖片）,https://vip1.lz-cdn7.com/20230222/14448_4e519217/index.m3u8
疯子1980（美国恐怖片）,https://vip1.lz-cdn7.com/20230222/14438_dec1a45f/index.m3u8
杀人鳄鱼潭2（意大利 / 美国恐怖片）,https://vip1.lz-cdn7.com/20230220/14421_9c67d29c/index.m3u8
十三号星期五5（美国恐怖片）,https://vip.lzcdn2.com/20230220/24079_52ec02a3/index.m3u8
花容劫（西班牙恐怖片）,https://vip1.lz-cdn7.com/20230219/14411_3b57d178/index.m3u8
无边泳池（加拿大恐怖片）,https://vip.lz-cdn3.com/20230219/17788_8b3e3c74/index.m3u8
我唾弃你的坟墓：似曾相识（美国恐怖片）,https://vip1.lz-cdn7.com/20230219/14381_37828f4a/index.m3u8
深海大鱼（大陆恐怖片）,https://vip1.lz-cdn1.com/20230218/20642_d00ae75d/index.m3u8
妖夜凶灵（美国恐怖片）,https://vip1.lz-cdn7.com/20230218/14363_bd3b3bd5/index.m3u8
白发鬼【粤语】（香港恐怖片）,https://vip1.lz-cdn7.com/20230217/14341_3d8598b5/index.m3u8
白发鬼【国语】（香港恐怖片）,https://vip1.lz-cdn7.com/20230217/14340_49196aab/index.m3u8
魔窟（美国恐怖片）,https://vip1.lz-cdn7.com/20230217/14327_5e428341/index.m3u8
隔墙有眼1977（意大利恐怖片）,https://vip.lz-cdn16.com/20230215/10023_1bf10e1f/index.m3u8
大暗杀（英国恐怖片）,https://vip.lz-cdn16.com/20230216/10176_6a6e5166/index.m3u8
夏娃的女儿（菲律宾恐怖片）,https://vip1.lz-cdn7.com/20230216/14314_4a7e81b7/index.m3u8
寻找身体（日本恐怖片）,https://vip1.lz-cdn7.com/20230216/14299_87c5c776/index.m3u8
水鬼2022（韩国恐怖片）,https://vip1.lz-cdn7.com/20230216/14298_95760497/index.m3u8
异形基地（美国恐怖片）,https://vip1.lz-cdn7.com/20230215/14261_392f18c0/index.m3u8
艾曼妞与最后的食人族（意大利恐怖片）,https://vip1.lz-cdn7.com/20230215/14254_569e8657/index.m3u8
鬼惑（韩国恐怖片）,https://vip1.lz-cdn1.com/20230214/20634_92250ce4/index.m3u8
羔羊医生【粤语】（香港恐怖片）,https://vip1.lz-cdn7.com/20230214/14237_b69f1dcd/index.m3u8
羔羊医生【国语】（香港恐怖片）,https://vip1.lz-cdn7.com/20230214/14236_6d95cf6b/index.m3u8
摩洛克（荷兰恐怖片）,https://vip1.lz-cdn7.com/20230214/14224_ea266b6a/index.m3u8
极冻邪恶（美国恐怖片）,https://vip1.lz-cdn1.com/20230208/20632_262381ad/index.m3u8
魔宫石女（意大利 / 法国恐怖片）,https://vip1.lz-cdn7.com/20230213/14205_c175a717/index.m3u8
杀人鳄鱼潭（意大利恐怖片）,https://vip1.lz-cdn7.com/20230212/14184_1f78419c/index.m3u8
月光光心慌慌8（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14182_122c1ecb/index.m3u8
鬼哭神嚎1996（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14178_63edf34f/index.m3u8
鬼哭神嚎1979（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14177_b17cea3d/index.m3u8
鬼哭神嚎2005（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14176_b5a8315b/index.m3u8
鬼哭神嚎：觉醒（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14175_baf2b4c9/index.m3u8
鬼哭神嚎2之入魔（墨西哥 / 美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14174_2154663e/index.m3u8
鬼哭神嚎3（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14173_f0c15453/index.m3u8
鬼哭神嚎7（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14172_c5d7d721/index.m3u8
鬼哭神嚎8：灵异鬼现（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14171_e738fead/index.m3u8
鬼驱人（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14170_c8c6233b/index.m3u8
鬼屋1992（美国恐怖片）,https://vip1.lz-cdn7.com/20230212/14169_1460b007/index.m3u8
鬼屋魔咒（加拿大恐怖片）,https://vip1.lz-cdn7.com/20230212/14168_3eb01b9a/index.m3u8
月光光心慌慌2（美国恐怖片）,https://vip.lz-cdn3.com/20230211/17619_3e1e1f79/index.m3u8
月光光心慌慌3（美国恐怖片）,https://vip1.lz-cdn7.com/20230211/14158_d70be741/index.m3u8
月光光心慌慌4（美国恐怖片）,https://vip1.lz-cdn7.com/20230211/14157_e5af06a8/index.m3u8
月光光心慌慌5（美国恐怖片）,https://vip1.lz-cdn7.com/20230211/14156_83803cec/index.m3u8
月光光心慌慌6（美国恐怖片）,https://vip1.lz-cdn7.com/20230211/14155_bc162e37/index.m3u8
月光光心慌慌7（美国恐怖片）,https://vip1.lz-cdn7.com/20230211/14154_48051bc5/index.m3u8
活魔人（美国 / 意大利恐怖片）,https://vip1.lz-cdn7.com/20230209/14093_f3aa575b/index.m3u8
焚尸人1969（捷克斯洛伐克恐怖片）,https://vip1.lz-cdn7.com/20230209/14091_fe89c4c8/index.m3u8
入棺（大陆恐怖片）,https://vip.lz-cdn3.com/20230209/17579_b34b61fa/index.m3u8
七月十四【国语】（香港恐怖片）,https://vip1.lz-cdn7.com/20230209/14074_3dfb4709/index.m3u8
狼溪（澳大利亚恐怖片）,https://vip1.lz-cdn7.com/20230208/14037_811994d7/index.m3u8
窘迫（阿塞拜疆恐怖片）,https://vip1.lz-cdn7.com/20230207/14024_7bfda5c1/index.m3u8
毛绒（美国恐怖片）,https://vip.lz15uu.com/20230204/866_99db352d/index.m3u8
哀神（美国恐怖片）,https://vip.lz-cdn3.com/20230206/17555_711196a1/index.m3u8
贞子DX（日本恐怖片）,https://vip1.lz-cdn7.com/20230204/13946_e0d77b2f/index.m3u8
水蛭2022（美国恐怖片）,https://vip1.lz-cdn1.com/20230203/20611_fda6507d/index.m3u8
维京恶狼（挪威恐怖片）,https://vip1.lz-cdn7.com/20230203/13936_12a2a764/index.m3u8
危机四伏2000（美国恐怖片）,https://vip.lz-cdn3.com/20230202/17454_21476e48/index.m3u8
脱困2022（印度恐怖片）,https://vip1.lz-cdn1.com/20230117/20602_230ce593/index.m3u8
暴力之音（美国恐怖片）,https://vip1.lz-cdn1.com/20230117/20593_8edd158d/index.m3u8
搭车1977（意大利恐怖片）,https://vip.lz-cdn3.com/20230131/17367_72ee96f1/index.m3u8
撒旦的奴隶2（印度尼西亚恐怖片）,https://vip1.lz-cdn1.com/20230117/20583_23f652f4/index.m3u8
鬼面具：伤痕（日本恐怖片）,https://vip1.lz-cdn1.com/20230117/20581_c821b4be/index.m3u8
窗中女孩（澳大利亚恐怖片）,https://vip1.lz-cdn1.com/20230117/20579_8225502b/index.m3u8
魔女嘉莉2：邪气逼人（美国恐怖片）,https://vip.lz-cdn3.com/20230131/17355_48330481/index.m3u8
人鬼双胞胎（美国恐怖片）,https://vip1.lz-cdn7.com/20230130/13912_9853caca/index.m3u8
幻觉(美国恐怖片),https://vip1.lz-cdn7.com/20230126/13779_5b4129f1/index.m3u8
血尸夜(美国恐怖片),https://vip1.lz-cdn7.com/20230126/13778_77b374e7/index.m3u8
大白鲨3(美国恐怖片),https://vip1.lz-cdn7.com/20230126/13773_74772861/index.m3u8
大白鲨4(美国恐怖片),https://vip1.lz-cdn7.com/20230126/13772_845072ea/index.m3u8
V字猎杀令(美国恐怖片),https://vip.lz-cdn3.com/20230126/17322_85a58eda/index.m3u8
不对劲的孩子(美国恐怖片),https://vip.lz-cdn3.com/20230126/17321_79e1d452/index.m3u8
血湖(美国恐怖片),https://vip.lz-cdn16.com/20230123/7489_aa476a3f/index.m3u8
索魂恶鸟(美国恐怖片),https://vip.lz-cdn16.com/20230123/7488_25320432/index.m3u8
养鬼吃人(英国恐怖片),https://vip1.lz-cdn7.com/20230124/13747_499f7c46/index.m3u8
十三号星期五(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13693_7fd4c649/index.m3u8
十三号星期五2(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13692_805bd575/index.m3u8
十三号星期五3(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13691_6c82fb9e/index.m3u8
十三号星期五：终结篇(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13690_16af0847/index.m3u8
十三号星期五6(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13688_411272dd/index.m3u8
十三号星期五7(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13687_786f34f4/index.m3u8
十三号星期五8(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13686_7f49684a/index.m3u8
十三号星期五9(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13685_22ea4e96/index.m3u8
十三号星期五10未来杀手(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13684_42ee9277/index.m3u8
橡皮头(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13678_2142cf98/index.m3u8
养鬼吃人10：审判(美国恐怖片),https://vip1.lz-cdn7.com/20230122/13676_e5b49a66/index.m3u8
愤恨的灵魂(澳大利亚恐怖片),https://vip1.lz-cdn1.com/20230117/20556_81c3af1e/index.m3u8
养鬼吃人2022(美国恐怖片),https://vip1.lz-cdn1.com/20221008/17098_1d638dd3/index.m3u8
阴阳魔界1983(美国恐怖片),https://vip.lz-cdn3.com/20230119/17257_5a7fdb2b/index.m3u8
道士降魔2之僵尸村(大陆恐怖片),https://vip1.lz-cdn7.com/20230118/13580_14fd770e/index.m3u8
幻象2015(美国恐怖片),https://vip1.lz-cdn7.com/20230118/13575_b023408f/index.m3u8
罪恶六芒星美色狩猎者(日本恐怖片),https://vip.lz-cdn3.com/20230117/17230_dfde4298/index.m3u8
掩蔽门限(奥地利恐怖片),https://vip1.lz-cdn7.com/20230117/13557_f976e7a7/index.m3u8
迷恋2013(美国恐怖片),https://vip1.lz-cdn7.com/20230116/13528_a3823520/index.m3u8
驱魔人1973(美国恐怖片),https://vip1.lz-cdn7.com/20230116/13526_2e7160af/index.m3u8
入侵隐私(英国恐怖片),https://vip1.lz-cdn7.com/20230116/13525_2e8651f2/index.m3u8
禁忌爱人(美国恐怖片),https://vip.lz15uu.com/20221231/783_85b4eafe/index.m3u8
深海狂鲨2(美国恐怖片),https://vip.lz-cdn3.com/20230115/17184_29e04234/index.m3u8
大鱼3汉江鱼怪(大陆恐怖片),https://vip.lz-cdn3.com/20230115/17177_39ff2e58/index.m3u8
猖獗(韩国恐怖片),https://vip.lz-cdn17.com/20230113/2673_b1555e9c/index.m3u8
失眠2017【粤语】(香港恐怖片),https://vip1.lz-cdn7.com/20230114/13490_ba1f8122/index.m3u8
失眠2017【国语】(香港恐怖片),https://vip1.lz-cdn7.com/20230114/13489_6b3f7aef/index.m3u8
鬼话怪谈·祥云寺(大陆恐怖片),https://vip1.lz-cdn7.com/20230113/13465_cefa071e/index.m3u8
血冲(美国恐怖片),https://vip1.lz-cdn7.com/20230112/13424_cce0b10e/index.m3u8
死亡警告（韩国恐怖片）,https://vip.lzcdn2.com/20221229/23038_f0610fbf/index.m3u8
危险游戏2022（美国恐怖片）,https://vip.lzcdn2.com/20221229/23035_bdc1ec3f/index.m3u8
巢穴2022（英国恐怖片）,https://vip.lzcdn2.com/20221229/23034_a89b3381/index.m3u8
黑百合小区（日本恐怖片）,https://vip1.lz-cdn7.com/20230110/13370_0d57fb28/index.m3u8
死亡录像4：启示录（西班牙恐怖片）,https://vip1.lz-cdn7.com/20230110/13351_b2674ccc/index.m3u8
第19分部（英国恐怖片）,https://vip1.lz-cdn7.com/20230109/13335_72f4f772/index.m3u8
护士3D（美国恐怖片）,https://vip1.lz-cdn7.com/20230109/13321_4825d1c9/index.m3u8
诡夜三日（美国恐怖片）,https://vip.lzcdn2.com/20221229/23023_df22cb83/index.m3u8
折磨2013（加拿大恐怖片）,https://vip1.lz-cdn7.com/20230108/13309_28d74be5/index.m3u8
夺命神灯（美国恐怖片）,https://vip1.lz-cdn7.com/20230108/13301_0404fe39/index.m3u8
1303大厦2013（美国恐怖片）,https://vip1.lz-cdn7.com/20230108/13291_2091eda6/index.m3u8
魔发2020（美国恐怖片）,https://vip.lzcdn2.com/20221229/23019_c74f2e6e/index.m3u8
绿夜2021（韩国恐怖片）,https://vip.lzcdn2.com/20221229/23018_42d52179/index.m3u8
第三个妈妈（意大利 / 美国恐怖片）,https://vip1.lz-cdn7.com/20230107/13284_09fd109a/index.m3u8
妈妈2013（西班牙恐怖片）,https://vip1.lz-cdn7.com/20230107/13275_e8115064/index.m3u8
魔女嘉莉2013（美国恐怖片）,https://vip1.lz-cdn7.com/20230107/13261_c7f12a8c/index.m3u8
撒旦之子2020（巴西恐怖片）,https://vip.lzcdn2.com/20221229/23011_0a437193/index.m3u8
圣诞原木（美国恐怖片）,https://vip.lzcdn2.com/20221229/23010_db4ca374/index.m3u8
胡达的沙龙2021（巴勒斯坦恐怖片）,https://vip.lzcdn2.com/20221229/23007_6e400fe6/index.m3u8
情怨2（印度恐怖片）,https://vip1.lz-cdn1.com/20230106/20472_aef59199/index.m3u8
淡蓝之眸（美国恐怖片）,https://vip.lz-cdn3.com/20230106/16998_73c50d74/index.m3u8
纸人回魂（大陆恐怖片）,https://vip.lz-cdn3.com/20230106/16985_4fd12bd8/index.m3u8
梅根2023（美国恐怖片）,https://vip1.lz-cdn7.com/20230106/13251_a469facb/index.m3u8
大学新生的秘密生活（美国恐怖片）,https://vip.lzcdn2.com/20221229/23005_835a1cfc/index.m3u8
潜艇2020（哥伦比亚 / 厄瓜多尔恐怖片）,https://vip.lzcdn2.com/20221229/23002_2dc7bd85/index.m3u8
幽长周末【粤语】（泰国恐怖片）,https://vip1.lz-cdn7.com/20230105/13236_0b111ffe/index.m3u8
幽长周末【原声】（泰国恐怖片）,https://vip1.lz-cdn7.com/20230105/13235_2f991f38/index.m3u8
影子人（美国恐怖片）,https://vip1.lz-cdn7.com/20230105/13232_830a45ae/index.m3u8
11号监狱（美国恐怖片）,https://vip1.lz-cdn7.com/20230104/13224_463a5b09/index.m3u8
有鬼故事【粤语】（香港恐怖片）,https://vip1.lz-cdn7.com/20230104/13217_95662eaf/index.m3u8
女生宿舍2014（大陆恐怖片）,https://vip1.lz-cdn7.com/20230104/13189_f241f820/index.m3u8
诡异游戏（美国恐怖片）,https://vip.lzcdn2.com/20221229/22992_1e84a320/index.m3u8
菜单2022（美国恐怖片）,https://vip1.lz-cdn10.com/20230103/3102_69924f2f/index.m3u8
德州电锯杀人狂3D（美国恐怖片）,https://vip1.lz-cdn7.com/20230103/13167_bed5ceda/index.m3u8
时间尽头的房屋（委内瑞拉恐怖片）,https://vip1.lz-cdn7.com/20230103/13161_5e3f09e7/index.m3u8
室友2013（日本恐怖片）,https://vip1.lz-cdn7.com/20230103/13160_9f707343/index.m3u8
虫留满身（美国恐怖片）,https://vip.lzcdn2.com/20221229/22987_9b52ddd0/index.m3u8
猛鬼大厦【国语】（香港恐怖片）,https://vip.lz-cdn16.com/20221230/2304_75d11f5f/index.m3u8
这个孩子很邪恶（日本恐怖片）,https://vip.lzcdn2.com/20221229/22980_881f4310/index.m3u8
零2014（日本恐怖片）,https://vip1.lz-cdn7.com/20230101/13106_9966eed0/index.m3u8
青鬼2（日本恐怖片）,https://vip1.lz-cdn7.com/20230101/13105_ff6d4ac9/index.m3u8
茜茜2022（澳大利亚恐怖片）,https://vip.lz-cdn3.com/20221231/16908_4f1ed611/index.m3u8
摇篮曲2022（美国恐怖片）,https://vip.lz-cdn3.com/20221231/16908_4f1ed611/index.m3u8
访客2022（美国恐怖片）,https://vip.lzcdn2.com/20221229/22964_8c09b2e8/index.m3u8
恐怖劫持（印度恐怖片）,https://vip.lzcdn2.com/20221229/22961_f2ae42bf/index.m3u8
隔离巢（意大利 / 阿根廷恐怖片）,https://vip.lzcdn2.com/20221229/22953_4cf70aed/index.m3u8
开夜车（新加坡恐怖片）,https://vip.lz-cdn3.com/20221229/16894_4806f828/index.m3u8
受伤的小鹿（美国恐怖片）,https://vip.lzcdn2.com/20221208/22926_c1779972/index.m3u8
女孩闺房（加拿大恐怖片）,https://vip1.lz-cdn7.com/20221228/12987_f9246fda/index.m3u8
尸骨无存（美国恐怖片）,https://vip1.lz-cdn7.com/20221228/12986_d7f43c09/index.m3u8
尸骨无存2（美国恐怖片）,https://vip1.lz-cdn7.com/20221228/12985_bd23733c/index.m3u8
温柔杀人者的记录（韩国恐怖片）,https://vip1.lz-cdn7.com/20221228/12982_ca114079/index.m3u8
恶魔的糖果（美国恐怖片）,https://vip1.lz-cdn7.com/20221228/12968_70f6c0d3/index.m3u8
心惊胆战粤语（香港恐怖片）,https://vip1.lz-cdn7.com/20221227/12958_9c4f884f/index.m3u8
心惊胆战国语（香港恐怖片）,https://vip1.lz-cdn7.com/20221227/12957_15e82b33/index.m3u8
运河迷踪（爱尔兰恐怖片）,https://vip1.lz-cdn7.com/20221227/12938_5a039d59/index.m3u8
恐怖魔笛（土耳其恐怖片）,https://vip1.lz-cdn7.com/20221227/12937_573801c4/index.m3u8
鬼三惊【粤语】（泰国恐怖片）,https://vip1.lz-cdn7.com/20221227/12931_17f8c5da/index.m3u8
鬼三惊【泰语】（泰国恐怖片）,https://vip1.lz-cdn7.com/20221227/12930_8848915d/index.m3u8
道歉就行了吗（美国恐怖片）,https://vip.lzcdn2.com/20221223/22950_63c43ee7/index.m3u8
该死的亚瑟（法国恐怖片）,https://vip.lzcdn2.com/20221208/22924_0c74df4f/index.m3u8
腥夜（美国恐怖片）,https://vip.lzcdn2.com/20221208/22923_71e3369c/index.m3u8
达蒙的复仇（美国恐怖片）,https://vip.lzcdn2.com/20221208/22914_731ac342/index.m3u8
德伯力克（意大利恐怖片）,https://vip.lzcdn2.com/20221208/22911_2f58d7d4/index.m3u8
收集2021（美国恐怖片）,https://vip.lzcdn2.com/20221208/22910_83055fac/index.m3u8
永恒的女儿（美国恐怖片）,https://vip.lzcdn2.com/20221208/22909_6c59b4ed/index.m3u8
午夜43路【粤语】（香港恐怖片）,https://vip1.lz-cdn7.com/20221225/12881_c24edf67/index.m3u8
午夜43路【国语】（香港恐怖片）,https://vip1.lz-cdn7.com/20221225/12880_40ed4234/index.m3u8
仪式（美国恐怖片）,https://vip1.lz-cdn7.com/20221225/12869_a48f2323/index.m3u8
加班遇到鬼（泰国恐怖片）,https://vip1.lz-cdn7.com/20221224/12868_499515ed/index.m3u8
意外来客（韩国恐怖片）,https://vip1.lz-cdn7.com/20221224/12845_296eff0e/index.m3u8
暗黑中央公园（美国恐怖片）,https://vip.lzcdn2.com/20221208/22903_a23d9033/index.m3u8
反安慰剂2022（爱尔兰恐怖片）,https://vip.lzcdn2.com/20221208/22902_a01610a3/index.m3u8
神童2019（美国恐怖片）,https://vip1.lz-cdn7.com/20221223/12821_88f7aef5/index.m3u8
失落的病人（法国恐怖片）,https://vip.lzcdn2.com/20221208/22891_8a3f416d/index.m3u8
附身2022（丹麦恐怖片）,https://vip.lzcdn2.com/20221208/22886_db8b14a3/index.m3u8
友情的游戏（加拿大恐怖片）,https://vip.lzcdn2.com/20221208/22885_c76bc5bb/index.m3u8
禁断动画19（日本恐怖片）,https://vip1.lz-cdn7.com/20221220/12759_bacb4220/index.m3u8
禁断动画18（日本恐怖片）,https://vip1.lz-cdn7.com/20221220/12758_d3f16c84/index.m3u8
禁断动画17（日本恐怖片）,https://vip1.lz-cdn7.com/20221220/12757_ef4d222d/index.m3u8
赶尸人之九阴蛊女（大陆恐怖片）,https://vip.lz-cdn16.com/20221219/343_c6dc6b2a/index.m3u8
残秽，不可以住的房间（日本恐怖片）,https://vip1.lz-cdn7.com/20221220/12746_ac8ee31c/index.m3u8
阿琳娜（瑞典恐怖片）,https://vip1.lz-cdn7.com/20221220/12742_2b96b221/index.m3u8
搭车遇狼惊魂记（美国恐怖片）,https://vip1.lz-cdn7.com/20221220/12741_a2f25c35/index.m3u8
她的杀机欲望（英国恐怖片）,https://vip.lz15uu.com/20221208/670_c241f3b4/index.m3u8
灵异房子传说颤栗迷宫MAX（日本恐怖片）,https://vip1.lz-cdn7.com/20221219/12733_5805986a/index.m3u8
怪谈1964（日本恐怖片）,https://vip1.lz-cdn7.com/20221218/12717_f5d7de9f/index.m3u8
恶魔的光火（美国恐怖片）,https://vip1.lz-cdn10.com/20221216/3092_154cb4ff/index.m3u8
移民保姆（美国恐怖片）,https://vip.lz-cdn3.com/20221216/16743_4194ff08/index.m3u8
骨及所有（意大利 / 美国恐怖片）,https://vip.lz-cdn3.com/20221214/16709_412d12b6/index.m3u8
绿色房间（美国恐怖片）,https://vip1.lz-cdn7.com/20221213/12678_4f916ed6/index.m3u8
猛鬼街7（美国恐怖片）,https://vip1.lz-cdn7.com/20221213/12674_0c61a382/index.m3u8
猛鬼街6（美国恐怖片）,https://vip1.lz-cdn7.com/20221213/12673_e4b797b7/index.m3u8
猛鬼街5：猛鬼怪胎（美国恐怖片）,https://vip1.lz-cdn7.com/20221213/12672_32294815/index.m3u8
猛鬼街4：梦幻主宰（美国恐怖片）,https://vip1.lz-cdn7.com/20221213/12671_60cd63d3/index.m3u8
猛鬼街3（美国恐怖片）,https://vip1.lz-cdn7.com/20221213/12670_385ad44b/index.m3u8
猛鬼街2（美国恐怖片）,https://vip1.lz-cdn7.com/20221213/12669_164fbee1/index.m3u8
嚎叫2015（英国恐怖片）,https://vip1.lz-cdn7.com/20221212/12611_6c179e99/index.m3u8
服从2012（美国恐怖片）,https://vip.lz15uu.com/20221207/659_931c6678/index.m3u8
恐惧幻影（美国恐怖片）,https://vip1.lz-cdn7.com/20221211/12604_3c876331/index.m3u8
圣诞节恐怖故事（加拿大恐怖片）,https://vip1.lz-cdn7.com/20221211/12599_aa28a356/index.m3u8
灵动：鬼影实录（美国恐怖片）,https://vip1.lz-cdn7.com/20221211/12581_02afae1c/index.m3u8
尸体派对（日本恐怖片）,https://vip1.lz-cdn7.com/20221210/12562_57d395c2/index.m3u8
尸体派对2：影之书（日本恐怖片）,https://vip1.lz-cdn7.com/20221210/12561_84aee933/index.m3u8
恕不原谅（美国恐怖片）,https://vip1.lz-cdn7.com/20221210/12554_be8a6ab9/index.m3u8
夜行骇传（美国恐怖片）,https://vip1.lz-cdn6.com/20221209/35272_5435781e/index.m3u8
蓝色档案（大陆恐怖片）,https://vip1.lz-cdn6.com/20221208/35129_31a906fb/index.m3u8
阴桃术（爱尔兰恐怖片）,https://vip1.lz-cdn7.com/20221210/12543_47081015/index.m3u8
鬼影实录：诅咒（美国恐怖片）,https://vip1.lz-cdn7.com/20221210/12538_8b18d7c4/index.m3u8
灵动：鬼影实录3（美国恐怖片）,https://vip1.lz-cdn7.com/20221210/12536_3263e011/index.m3u8
灵动：鬼影实录4（美国恐怖片）,https://vip1.lz-cdn7.com/20221210/12535_839cfef9/index.m3u8
回家-在家里（意大利恐怖片）,https://vip.lzcdn2.com/20221208/22863_11f95cf2/index.m3u8
灵动：鬼影实录2（美国恐怖片）,https://vip1.lz-cdn7.com/20221209/12530_fbe281d7/index.m3u8
鬼影实录5：鬼次元（美国恐怖片）,https://vip1.lz-cdn7.com/20221209/12528_77007242/index.m3u8
最后一日2015（美国恐怖片）,https://vip1.lz-cdn7.com/20221209/12517_11c5c398/index.m3u8
超自然2021（韩国恐怖片）,https://vip.lz-cdn3.com/20221209/16618_74a1285b/index.m3u8
马头（法国恐怖片）,https://vip1.lz-cdn7.com/20221209/12497_3ebbfe96/index.m3u8
恐惧直播2022（菲律宾恐怖片）,https://vip.lz-cdn3.com/20221209/16615_077eb2fd/index.m3u8
当代猎巫行动（美国恐怖片）,https://vip.lz-cdn3.com/20221208/16594_692e02f9/index.m3u8
消失第三者（美国恐怖片）,https://vip1.lz-cdn10.com/20221121/3035_84e8ffc8/index.m3u8
蝙蝠2009（韩国恐怖片）,https://vip1.lz-cdn7.com/20221207/12449_91b0b5f7/index.m3u8
欢迎来到地狱2021（阿根廷恐怖片）,https://vip1.lz-cdn7.com/20221207/12448_914a86de/index.m3u8
杀人锦标赛（英国恐怖片）,https://vip1.lz-cdn6.com/20221205/34814_d1acf356/index.m3u8
粽邪（台湾恐怖片）,https://vip1.lz-cdn6.com/20221203/34474_4ef2820a/index.m3u8
守墓屋（意大利恐怖片）,https://vip1.lz-cdn6.com/20221203/34471_c352746d/index.m3u8
纽约杀人狂（意大利恐怖片）,https://vip1.lz-cdn6.com/20221203/34469_c1d4379a/index.m3u8
男孩2015（美国恐怖片）,https://vip1.lz-cdn7.com/20221206/12410_c9ebd493/index.m3u8
死画像（日本恐怖片）,https://vip1.lz-cdn7.com/20221205/12383_fc266c6f/index.m3u8
德国恐惧（德国恐怖片）,https://vip1.lz-cdn7.com/20221205/12381_90e63362/index.m3u8
艾米丽的困扰（美国恐怖片）,https://vip1.lz-cdn7.com/20221205/12380_7c0c30e2/index.m3u8
